experiment,checkpoint_kind,bleu_mean,bleu_std,chrf_mean,chrf_std,chrfpp_mean,chrfpp_std,comet_mean,comet_std,train_time_mean_sec,train_time_std_sec,peak_gpu_mib_mean,peak_gpu_mib_std,num_parameters,n_seeds
fast_add,best,8.205705255196804,0.696088837557272,27.01668080878253,1.4461436190662116,25.436209993234556,1.2962219519081783,0.45417935381333036,0.007400167597174588,1943.8259776020423,31.586506450638872,51823.743326822914,0.10853508478418258,30845232,3
fast_dot,best,15.803035002279444,0.5224897555011587,37.41687479758236,0.6269468675769936,35.78964843209925,0.5792686798590195,0.5088854800025622,0.00324447286205492,718.8899871002262,8.082584599791788,10374.9033203125,0.16237976320958225,30442800,3
